Name	taxID	speciesTaxID	assembly_level	seq_rel_date	asm_name	FileName	DownLoadDate	NumberTotalContigs	NumberKeptContigs	NumberRemovedContigs
Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 strain_Fiocruz L1-130	267671	173	COMPLETE	2004/03/22	ASM768v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 strain_Fiocruz L1-130_ASM768v1.fna.gz	2019-05-20T15:20:12.286524+02:00[Europe/Berlin]	0	0	0
Leptospira interrogans serovar Lai str. 56601 strain_56601	189518	173	COMPLETE	2010/04/06	ASM9256v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Leptospira interrogans serovar Lai str. 56601 strain_56601_ASM9256v1.fna.gz	2019-05-20T15:20:14.843746+02:00[Europe/Berlin]	0	0	0
Leptospira interrogans serovar Lai str. IPAV strain_IPAV	573825	173	COMPLETE	2011/10/20	ASM23117v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Leptospira interrogans serovar Lai str. IPAV strain_IPAV_ASM23117v1.fna.gz	2019-05-20T15:20:17.542259+02:00[Europe/Berlin]	0	0	0
Leptospira interrogans serovar Linhai str. 56609 strain_56609	1395589	173	COMPLETE	2015/03/04	ASM94103v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Leptospira interrogans serovar Linhai str. 56609 strain_56609_ASM94103v1.fna.gz	2019-05-20T15:20:20.088672+02:00[Europe/Berlin]	0	0	0
Leptospira interrogans serovar Bratislava strain_PigK151	338215	173	COMPLETE	2015/05/20	ASM101076v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Leptospira interrogans serovar Bratislava strain_PigK151_ASM101076v1.fna.gz	2019-05-20T15:20:22.565551+02:00[Europe/Berlin]	0	0	0
Leptospira interrogans serovar Manilae strain_UP-MMC-NIID LP	214675	173	COMPLETE	2015/07/08	ASM104763v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Leptospira interrogans serovar Manilae strain_UP-MMC-NIID LP_ASM104763v1.fna.gz	2019-05-20T15:20:25.047500+02:00[Europe/Berlin]	0	0	0
Leptospira interrogans serovar Manilae strain_UP-MMC-NIID HP	214675	173	COMPLETE	2015/07/08	ASM104765v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Leptospira interrogans serovar Manilae strain_UP-MMC-NIID HP_ASM104765v1.fna.gz	2019-05-20T15:20:27.518752+02:00[Europe/Berlin]	0	0	0
Leptospira interrogans serovar Hardjo str. Norma strain_Norma	1279460	173	COMPLETE	2015/09/17	ASM129306v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Leptospira interrogans serovar Hardjo str. Norma strain_Norma_ASM129306v1.fna.gz	2019-05-20T15:20:30.227896+02:00[Europe/Berlin]	0	0	0
Leptospira interrogans serovar Copenhageni strain_FDAARGOS_203	44275	173	COMPLETE	2018/03/01	ASM207349v2	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Leptospira interrogans serovar Copenhageni strain_FDAARGOS_203_ASM207349v2.fna.gz	2019-05-20T15:20:32.748253+02:00[Europe/Berlin]	0	0	0
Leptospira interrogans strain_FMAS_KW1	173	173	COMPLETE	2019/05/07	ASM522256v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Leptospira interrogans strain_FMAS_KW1_ASM522256v1.fna.gz	2019-05-20T15:20:35.585084+02:00[Europe/Berlin]	0	0	0
Leptospira interrogans strain_FMAS_KW2	173	173	COMPLETE	2019/05/07	ASM522258v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Leptospira interrogans strain_FMAS_KW2_ASM522258v1.fna.gz	2019-05-20T15:20:38.051558+02:00[Europe/Berlin]	0	0	0
Leptospira interrogans strain_FMAS_AW1	173	173	COMPLETE	2019/05/07	ASM522262v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Leptospira interrogans strain_FMAS_AW1_ASM522262v1.fna.gz	2019-05-20T15:20:40.589438+02:00[Europe/Berlin]	0	0	0
Leptospira borgpetersenii serovar Hardjo-bovis str. L550 strain_L550	355276	174	COMPLETE	2006/10/13	ASM1394v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Leptospira borgpetersenii serovar Hardjo-bovis str. L550 strain_L550_ASM1394v1.fna.gz	2019-05-20T15:20:43.070134+02:00[Europe/Berlin]	0	0	0
Leptospira borgpetersenii serovar Hardjo-bovis str. JB197 strain_JB197	355277	174	COMPLETE	2006/10/13	ASM1396v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Leptospira borgpetersenii serovar Hardjo-bovis str. JB197 strain_JB197_ASM1396v1.fna.gz	2019-05-20T15:20:45.530450+02:00[Europe/Berlin]	0	0	0
Leptospira borgpetersenii serovar Ballum strain_56604	280505	174	COMPLETE	2015/11/17	ASM144446v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Leptospira borgpetersenii serovar Ballum strain_56604_ASM144446v1.fna.gz	2019-05-20T15:20:48.173297+02:00[Europe/Berlin]	0	0	0
Leptospira borgpetersenii serovar Hardjo-bovis strain_203	338217	174	COMPLETE	2018/06/19	ASM325484v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Leptospira borgpetersenii serovar Hardjo-bovis strain_203_ASM325484v1.fna.gz	2019-05-20T15:20:50.657725+02:00[Europe/Berlin]	0	0	0
Leptospira borgpetersenii serovar Ceylonica strain_Piyasena	508536	174	COMPLETE	2018/09/10	ASM351614v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Leptospira borgpetersenii serovar Ceylonica strain_Piyasena_ASM351614v1.fna.gz	2019-05-20T15:20:53.155718+02:00[Europe/Berlin]	0	0	0
Leptospira borgpetersenii serovar Hardjo-bovis strain_L49	338217	174	COMPLETE	2018/11/07	ASM371678v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Leptospira borgpetersenii serovar Hardjo-bovis strain_L49_ASM371678v1.fna.gz	2019-05-20T15:20:55.623547+02:00[Europe/Berlin]	0	0	0
Leptospirillum ferrooxidans C2-3 strain_C2-3	1162668	180	COMPLETE	2012/03/30	ASM28431v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Leptospirillum ferrooxidans C2-3 strain_C2-3_ASM28431v1.fna.gz	2019-05-20T15:20:57.992167+02:00[Europe/Berlin]	0	0	0
Azospirillum brasilense strain_Az39	192	192	COMPLETE	2014/06/05	ASM63247v2	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Azospirillum brasilense strain_Az39_ASM63247v2.fna.gz	2019-05-20T15:21:00.692894+02:00[Europe/Berlin]	0	0	0
Azospirillum brasilense strain_Sp 7	192	192	COMPLETE	2015/10/15	ASM131501v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Azospirillum brasilense strain_Sp 7_ASM131501v1.fna.gz	2019-05-20T15:21:03.277171+02:00[Europe/Berlin]	0	0	0
Azospirillum brasilense strain_MTCC4038	192	192	COMPLETE	2019/05/07	ASM522214v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Azospirillum brasilense strain_MTCC4038_ASM522214v1.fna.gz	2019-05-20T15:21:06.107136+02:00[Europe/Berlin]	0	0	0
Azospirillum brasilense strain_MTCC4035	192	192	COMPLETE	2019/05/07	ASM522216v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Azospirillum brasilense strain_MTCC4035_ASM522216v1.fna.gz	2019-05-20T15:21:09.064319+02:00[Europe/Berlin]	0	0	0
Azospirillum brasilense strain_MTCC4039	192	192	COMPLETE	2019/05/07	ASM522220v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Azospirillum brasilense strain_MTCC4039_ASM522220v1.fna.gz	2019-05-20T15:21:11.637650+02:00[Europe/Berlin]	0	0	0
Azospirillum sp. B510 strain_B510	137722	193	COMPLETE	2010/02/16	ASM1072v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Azospirillum sp. B510 strain_B510_ASM1072v1.fna.gz	2019-05-20T15:21:14.415752+02:00[Europe/Berlin]	0	0	0
Azospirillum lipoferum 4B strain_4B	862719	193	COMPLETE	2011/11/16	ASM28365v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Azospirillum lipoferum 4B strain_4B_ASM28365v1.fna.gz	2019-05-20T15:21:17.267637+02:00[Europe/Berlin]	0	0	0
Campylobacter coli CVM N29710 strain_CVM N29710	1273173	195	COMPLETE	2013/09/09	ASM46523v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter coli CVM N29710 strain_CVM N29710_ASM46523v1.fna.gz	2019-05-20T15:21:19.798742+02:00[Europe/Berlin]	0	0	0
Campylobacter coli 15-537360 strain_15-537360	1358410	195	COMPLETE	2013/11/01	ASM49477v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter coli 15-537360 strain_15-537360_ASM49477v1.fna.gz	2019-05-20T15:21:22.147676+02:00[Europe/Berlin]	0	0	0
Campylobacter coli RM1875 strain_RM1875	1183378	195	COMPLETE	2014/03/03	ASM58375v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter coli RM1875 strain_RM1875_ASM58375v1.fna.gz	2019-05-20T15:21:24.502917+02:00[Europe/Berlin]	0	0	0
Campylobacter coli RM4661 strain_RM4661	1183379	195	COMPLETE	2014/03/03	ASM58377v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter coli RM4661 strain_RM4661_ASM58377v1.fna.gz	2019-05-20T15:21:26.891871+02:00[Europe/Berlin]	0	0	0
Campylobacter coli RM5611 strain_RM5611	1183380	195	COMPLETE	2014/03/03	ASM58379v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter coli RM5611 strain_RM5611_ASM58379v1.fna.gz	2019-05-20T15:21:29.229631+02:00[Europe/Berlin]	0	0	0
Campylobacter coli strain_FB1	195	195	COMPLETE	2015/03/17	ASM95419v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter coli strain_FB1_ASM95419v1.fna.gz	2019-05-20T15:21:31.700217+02:00[Europe/Berlin]	0	0	0
Campylobacter coli strain_BFR-CA-9557	195	195	COMPLETE	2015/10/02	ASM130571v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter coli strain_BFR-CA-9557_ASM130571v1.fna.gz	2019-05-20T15:21:34.258021+02:00[Europe/Berlin]	0	0	0
Campylobacter coli strain_HC2-48	195	195	COMPLETE	2015/10/28	ASM141763v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter coli strain_HC2-48_ASM141763v1.fna.gz	2019-05-20T15:21:36.608189+02:00[Europe/Berlin]	0	0	0
Campylobacter coli strain_YH501	195	195	COMPLETE	2016/05/06	ASM163912v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter coli strain_YH501_ASM163912v1.fna.gz	2019-05-20T15:21:38.956040+02:00[Europe/Berlin]	0	0	0
Campylobacter coli strain_14983A	195	195	COMPLETE	2016/08/31	ASM171760v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter coli strain_14983A_ASM171760v1.fna.gz	2019-05-20T15:21:41.428076+02:00[Europe/Berlin]	0	0	0
Campylobacter coli strain_YF2105	195	195	COMPLETE	2016/11/03	ASM186545v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter coli strain_YF2105_ASM186545v1.fna.gz	2019-05-20T15:21:43.806327+02:00[Europe/Berlin]	0	0	0
Campylobacter coli strain_MG1116	195	195	COMPLETE	2016/11/03	ASM186547v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter coli strain_MG1116_ASM186547v1.fna.gz	2019-05-20T15:21:46.163036+02:00[Europe/Berlin]	0	0	0
Campylobacter coli strain_BP3183	195	195	COMPLETE	2016/11/03	ASM186549v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter coli strain_BP3183_ASM186549v1.fna.gz	2019-05-20T15:21:48.511112+02:00[Europe/Berlin]	0	0	0
Campylobacter coli strain_WA333	195	195	COMPLETE	2016/11/03	ASM186551v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter coli strain_WA333_ASM186551v1.fna.gz	2019-05-20T15:21:50.874018+02:00[Europe/Berlin]	0	0	0
Campylobacter coli strain_ZV1224	195	195	COMPLETE	2016/11/03	ASM186553v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter coli strain_ZV1224_ASM186553v1.fna.gz	2019-05-20T15:21:53.241752+02:00[Europe/Berlin]	0	0	0
Campylobacter coli strain_BG2108	195	195	COMPLETE	2016/11/03	ASM186555v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter coli strain_BG2108_ASM186555v1.fna.gz	2019-05-20T15:21:55.595606+02:00[Europe/Berlin]	0	0	0
Campylobacter coli strain_YH502	195	195	COMPLETE	2017/01/05	ASM193635v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter coli strain_YH502_ASM193635v1.fna.gz	2019-05-20T15:21:57.937352+02:00[Europe/Berlin]	0	0	0
Campylobacter coli strain_aerotolerant OR12	195	195	COMPLETE	2017/03/09	ASM202418v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter coli strain_aerotolerant OR12_ASM202418v1.fna.gz	2019-05-20T15:22:00.280523+02:00[Europe/Berlin]	0	0	0
Campylobacter coli strain_CFSAN032805	195	195	COMPLETE	2017/10/02	ASM240714v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter coli strain_CFSAN032805_ASM240714v1.fna.gz	2019-05-20T15:22:03.974627+02:00[Europe/Berlin]	0	0	0
Campylobacter coli strain_YH503	195	195	COMPLETE	2017/12/18	ASM284398v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter coli strain_YH503_ASM284398v1.fna.gz	2019-05-20T15:22:06.319987+02:00[Europe/Berlin]	0	0	0
Campylobacter coli strain_CFSAN054106	195	195	COMPLETE	2018/04/02	ASM303020v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter coli strain_CFSAN054106_ASM303020v1.fna.gz	2019-05-20T15:22:08.684126+02:00[Europe/Berlin]	0	0	0
Campylobacter coli strain_RM2228	195	195	COMPLETE	2019/02/27	ASM430731v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter coli strain_RM2228_ASM430731v1.fna.gz	2019-05-20T15:22:11.029852+02:00[Europe/Berlin]	0	0	0
Campylobacter fetus subsp. fetus 82-40 strain_82-40	360106	196	COMPLETE	2006/11/27	ASM1508v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter fetus subsp. fetus 82-40 strain_82-40_ASM1508v1.fna.gz	2019-05-20T15:22:13.466912+02:00[Europe/Berlin]	0	0	0
Campylobacter fetus subsp. venerealis cfvi03_293 strain_cfvi03_293	1273266	196	COMPLETE	2016/09/06	ASM51274v2	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter fetus subsp. venerealis cfvi03_293 strain_cfvi03_293_ASM51274v2.fna.gz	2019-05-20T15:22:15.819567+02:00[Europe/Berlin]	0	0	0
Campylobacter fetus subsp. fetus 04_554 strain_04_554	1240980	196	COMPLETE	2014/09/29	ASM75948v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter fetus subsp. fetus 04_554 strain_04_554_ASM75948v1.fna.gz	2019-05-20T15:22:18.436920+02:00[Europe/Berlin]	0	0	0
Campylobacter fetus subsp. venerealis 97_608 strain_97_608	1093099	196	COMPLETE	2014/09/29	ASM75951v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter fetus subsp. venerealis 97_608 strain_97_608_ASM75951v1.fna.gz	2019-05-20T15:22:21.076+02:00[Europe/Berlin]	0	0	0
Campylobacter fetus subsp. testudinum strain_pet-3	1507806	196	COMPLETE	2015/01/05	ASM81426v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter fetus subsp. testudinum strain_pet-3_ASM81426v1.fna.gz	2019-05-20T15:22:23.439108+02:00[Europe/Berlin]	0	0	0
Campylobacter fetus subsp. venerealis str. 84-112 strain_84-112	688354	196	COMPLETE	2014/01/30	CFV	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter fetus subsp. venerealis str. 84-112 strain_84-112_CFV.fna.gz	2019-05-20T15:22:25.822562+02:00[Europe/Berlin]	0	0	0
Campylobacter fetus subsp. testudinum Sp3 strain_SP3	1244529	196	COMPLETE	2016/01/04	ASM148464v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter fetus subsp. testudinum Sp3 strain_SP3_ASM148464v1.fna.gz	2019-05-20T15:22:28.178049+02:00[Europe/Berlin]	0	0	0
Campylobacter fetus subsp. venerealis strain_01_165	32020	196	COMPLETE	2016/07/16	ASM168688v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter fetus subsp. venerealis strain_01_165_ASM168688v1.fna.gz	2019-05-20T15:22:30.807694+02:00[Europe/Berlin]	0	0	0
Campylobacter fetus subsp. testudinum strain_772	1507806	196	COMPLETE	2018/03/07	ASM297365v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter fetus subsp. testudinum strain_772_ASM297365v1.fna.gz	2019-05-20T15:22:33.818446+02:00[Europe/Berlin]	0	0	0
Campylobacter fetus subsp. fetus strain_NCTC10842	32019	196	COMPLETE	2018/06/17	48450_H02	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter fetus subsp. fetus strain_NCTC10842_48450_H02.fna.gz	2019-05-20T15:22:36.305788+02:00[Europe/Berlin]	0	0	0
Campylobacter jejuni subsp. jejuni NCTC 11168 _ ATCC 700819 strain_NCTC 11168	192222	197	COMPLETE	2003/05/06	ASM908v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter jejuni subsp. jejuni NCTC 11168 _ ATCC 700819 strain_NCTC 11168_ASM908v1.fna.gz	2019-05-20T15:22:38.656391+02:00[Europe/Berlin]	0	0	0
Campylobacter jejuni RM1221 strain_RM1221	195099	197	COMPLETE	2005/01/06	ASM1186v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter jejuni RM1221 strain_RM1221_ASM1186v1.fna.gz	2019-05-20T15:22:41.023311+02:00[Europe/Berlin]	0	0	0
Campylobacter jejuni subsp. jejuni 81-176 strain_81-176	354242	197	COMPLETE	2007/01/09	ASM1552v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter jejuni subsp. jejuni 81-176 strain_81-176_ASM1552v1.fna.gz	2019-05-20T15:22:43.377653+02:00[Europe/Berlin]	0	0	0
Campylobacter jejuni subsp. doylei 269.97 strain_269.97	360109	197	COMPLETE	2007/07/20	ASM1748v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter jejuni subsp. doylei 269.97 strain_269.97_ASM1748v1.fna.gz	2019-05-20T15:22:45.967272+02:00[Europe/Berlin]	0	0	0
Campylobacter jejuni subsp. jejuni 81116 strain_81116; NCTC 11828	407148	197	COMPLETE	2007/09/20	ASM1790v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter jejuni subsp. jejuni 81116 strain_81116; NCTC 11828_ASM1790v1.fna.gz	2019-05-20T15:22:48.318578+02:00[Europe/Berlin]	0	0	0
Campylobacter jejuni subsp. jejuni IA3902 	567106	197	COMPLETE	2010/01/29	ASM2542v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter jejuni subsp. jejuni IA3902 _ASM2542v1.fna.gz	2019-05-20T15:22:50.660008+02:00[Europe/Berlin]	0	0	0
Campylobacter jejuni subsp. jejuni M1 strain_M1	645464	197	COMPLETE	2010/09/28	ASM14870v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter jejuni subsp. jejuni M1 strain_M1_ASM14870v1.fna.gz	2019-05-20T15:22:53.027509+02:00[Europe/Berlin]	0	0	0
Campylobacter jejuni subsp. jejuni CG8421 strain_CG8421	478547	197	COMPLETE	2014/05/01	ASM17179v2	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter jejuni subsp. jejuni CG8421 strain_CG8421_ASM17179v2.fna.gz	2019-05-20T15:22:55.376012+02:00[Europe/Berlin]	0	0	0
Campylobacter jejuni subsp. jejuni S3 strain_S3	718271	197	COMPLETE	2010/12/14	ASM18420v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter jejuni subsp. jejuni S3 strain_S3_ASM18420v1.fna.gz	2019-05-20T15:22:57.747284+02:00[Europe/Berlin]	0	0	0
Campylobacter jejuni subsp. jejuni PT14 strain_PT14	1201032	197	COMPLETE	2016/04/04	ASM30255v4	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter jejuni subsp. jejuni PT14 strain_PT14_ASM30255v4.fna.gz	2019-05-20T15:23:00.111144+02:00[Europe/Berlin]	0	0	0
Campylobacter jejuni subsp. jejuni NCTC 11168-BN148 strain_NCTC 11168-BN148	1211776	197	COMPLETE	2012/08/20	AINO	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter jejuni subsp. jejuni NCTC 11168-BN148 strain_NCTC 11168-BN148_AINO.fna.gz	2019-05-20T15:23:02.485105+02:00[Europe/Berlin]	0	0	0
Campylobacter jejuni 32488 strain_32488	1338035	197	COMPLETE	2013/07/16	ASM43038v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter jejuni 32488 strain_32488_ASM43038v1.fna.gz	2019-05-20T15:23:05.006182+02:00[Europe/Berlin]	0	0	0
Campylobacter jejuni subsp. jejuni 00-2538 strain_00-2538	1380768	197	COMPLETE	2014/09/26	ASM46606v2	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Campylobacter jejuni subsp. jejuni 00-2538 strain_00-2538_ASM46606v2.fna.gz	2019-05-20T15:23:07.512599+02:00[Europe/Berlin]	0	0	0
